title,date,body
像抓脱贫攻坚那样抓乡村振兴,2020-12-08,"
	十九届五中全会闭幕不久，11月16日至17日，中央全面依法治国工作会议在北京召开。中共党史上首次召开的这一会议，将习近平法治思想明确为全面依法治国的指导思想。这一会议、这一思想，注定影响深远。
	会上，习近平总书记对推进全面依法治国要重点抓好的工作，提出了11个方面的要求，即“11个坚持”。这“11个坚持”构成了习近平法治思想的主要内涵。
	习近平法治思想，在新时代波澜壮阔的治国理政实践中应运而生，并在坚持和完善中国特色社会主义制度、推进国家治理体系和治理能力现代化进程中创新发展，日益成熟完备。两年多前，习近平总书记在中央全面依法治国委员会第一次会议上，曾将中共十八大以来提出的一系列“全面依法治国新理念新思想新战略”概括为“10个坚持”。
	从“10个坚持”到“11个坚持”，两相对比之下可以看到，习近平法治思想是既一以贯之又不断丰富发展的。相比两年多前，习近平总书记最新的讲话中，有9个“坚持”保持一致，仅个别词句略有微调；增加了“坚持在法治轨道上推进国家治理体系和治理能力现代化”和“坚持统筹推进国内法治和涉外法治”2个“坚持”；同时原先“坚持处理好全面依法治国的辩证关系”不再作专门表述。
	比如，“在法治轨道上推进国家治理体系和治理能力现代化”的表述虽然早已出现，但此次重点提出显然有着更深用意。立足当前、着眼长远，我们应对重大挑战、抵御重大风险、克服重大阻力、解决重大矛盾，必须提高国家治理体系和治理能力现代化水平。而法律是治国之重器，法治是国家治理体系和治理能力的重要依托。只有全面依法治国才能有效保障国家治理体系的系统性、规范性、协调性，才能最大限度凝聚社会共识，确保“中国号”巨轮行稳致远。
	中央全面依法治国工作会议期间，11月16日出版的第22期《求是》杂志，发表了习近平总书记的重要文章《推进全面依法治国，发挥法治在国家治理体系和治理能力现代化中的积极作用》。这篇文章把法治与国家治理体系和治理能力现代化的关系，摆在更加突出的位置。
	此外，新增的“坚持统筹推进国内法治和涉外法治”，则反映出在国际环境日趋复杂、中国日益走近世界舞台中央背景下，中国更好利用法治维护国家主权、安全、发展利益的决心。而“坚持处理好全面依法治国的辩证关系”虽然不再专门表述，但其辩证思维以及“依法治国和以德治国”等主要内容，在其他条目中有所体现。
	“为国也，观俗立法则治，察国事本则宜。”习近平法治思想既高屋建瓴又植根现实，从历史和现实相贯通、国际和国内相关联、理论和实际相结合上深刻回答了新时代为什么实行全面依法治国、怎样实行全面依法治国等一系列重大问题，是指导新时代全面依法治国的纲领性文献。
	处于世界百年未有之大变局，行至民族复兴关键一程，“法治”二字是未来中国行动指南的一个关键词。在这途中，习近平法治思想必将为实现美好法治愿景注入不竭动力。
	（作者为本报评论员）"
新发展阶段的法治航标,2020-11-20,"
	　　
	　　中国特色社会主义实践向前推进一步，法治建设就要跟进一步。坚持全面依法治国，是中国特色社会主义国家制度和国家治理体系的显著优势。党的十八大以来，习近平总书记围绕法治建设提出了一系列新理念新思想新战略，作出了一系列新设计新规划新部署，提出了全面依法治国是中国特色社会主义的本质要求和重要保障。党的十八届四中全会专门进行研究，作出全面推进依法治国若干重大问题的决定。党的十九大召开后，党中央组建中央全面依法治国委员会，从全局和战略高度对全面依法治国又作出一系列重大决策部署，推动我国社会主义法治建设发生历史性变革、取得历史性成就，全面依法治国实践取得重大进展。
	　　正是在从历史和现实相贯通、国际和国内相关联、理论和实际相结合上深刻回答新时代为什么实行全面依法治国、怎样实行全面依法治国等一系列重大问题中，习近平法治思想这一顺应实现中华民族伟大复兴时代要求的重大理论创新成果应运而生。作为习近平新时代中国特色社会主义思想的重要组成部分，习近平法治思想立足中国特色社会主义现代化建设之基，回答了中华民族伟大复兴法治保障的时代之问，是全面依法治国的根本遵循和行动指南。
	　　习近平法治思想的提出，是中国特色社会主义国家制度趋于成熟和完善的新坐标，是中国特色社会主义法治建设进入新发展阶段的重要里程碑。习近平总书记提出的“十一个坚持”，既是中国特色社会主义法治实践经验的总结，也是今后一个时期全面依法治国事业的指南。从新中国成立时的鸣笛起锚，到改革开放后的扬帆远航，特别是党的十八大以来的劈波斩浪，中国特色社会主义道路更加坚定、理论更加完善、制度更加完备、文化更加自信。顶层设计主体工程建成，制度机构四梁八柱俱备，全面依法治国事业进入新发展阶段。
	　　纵观人类法治发展历程，法治建设与现代化建设都是相互支撑、互为表里的。政治学上有一个著名的“亨廷顿悖论”，即现代性是稳定的，而现代化的过程是不稳定的。揆诸各国现代化过程，可以发现，成功者都是政治、经济、文化、社会和法治等方面的系统化、一体化的成功，其中“多项全能”多，“单打冠军”少。改革开放以来，党领导全国人民取得举世瞩目的经济发展奇迹和社会稳定奇迹，正充分说明，全面依法治国既是社会主义现代化建设的一部分，也是现代化建设的重要保障。
	　　坚持顶层设计和法治实践相结合，坚持理论指导和改革探索相统一，坚持问题导向和整体布局相衔接，是中国特色社会主义法治建设的重要特点。中央全面依法治国工作会议的召开，是贯彻党的十九大“深化依法治国实践”部署的体现。党的十九届五中全会又提出了到2035年“基本实现国家治理体系和治理能力现代化，人民平等参与、平等发展权利得到充分保障，基本建成法治国家、法治政府、法治社会”的社会主义法治现代化目标，这也意味着我国法治将进入到更具体细致的实施和操作阶段，法治建设在党和国家大局中成为更经常、更重要的工作。
